timestamp,q_w,q_x,q_y,q_z
1769060784.0652046,0.32269287109375,-0.5242919921875,0.359375,0.7012939453125
1769060784.1679285,0.32537841796875,-0.524658203125,0.3582763671875,0.70037841796875
1769060784.2722406,0.3267822265625,-0.5264892578125,0.35760498046875,0.69866943359375
1769060784.3751876,0.3280029296875,-0.5284423828125,0.3564453125,0.69720458984375
1769060784.4773169,0.3306884765625,-0.5274658203125,0.35687255859375,0.69647216796875
1769060784.5808864,0.33355712890625,-0.52728271484375,0.35675048828125,0.69525146484375
1769060784.6836393,0.33526611328125,-0.531982421875,0.3538818359375,0.69232177734375
1769060784.7876654,0.33966064453125,-0.5382080078125,0.35028076171875,0.687255859375
1769060784.889641,0.343994140625,-0.55218505859375,0.34320068359375,0.677490234375
1769060784.9922414,0.34326171875,-0.56646728515625,0.34027099609375,0.66748046875
1769060785.0922492,0.3388671875,-0.57952880859375,0.34149169921875,0.65777587890625
1769060785.1946328,0.33349609375,-0.5919189453125,0.34307861328125,0.64862060546875
1769060785.295184,0.32940673828125,-0.60382080078125,0.3450927734375,0.63861083984375
1769060785.397428,0.3253173828125,-0.6114501953125,0.34844970703125,0.63153076171875
1769060785.4982066,0.32244873046875,-0.6195068359375,0.3519287109375,0.62322998046875
1769060785.6050189,0.31854248046875,-0.63018798828125,0.35662841796875,0.61175537109375
1769060785.6945724,0.3211669921875,-0.62786865234375,0.363037109375,0.60894775390625
1769060785.7958968,0.32635498046875,-0.61895751953125,0.37750244140625,0.60650634765625
1769060785.8955543,0.333984375,-0.60845947265625,0.3951416015625,0.60174560546875
1769060785.998869,0.34014892578125,-0.59979248046875,0.40789794921875,0.5985107421875
1769060786.0990484,0.34930419921875,-0.58380126953125,0.42572021484375,0.59661865234375
1769060786.1991925,0.35693359375,-0.5712890625,0.44036865234375,0.59356689453125
1769060786.2996361,0.36663818359375,-0.5506591796875,0.4520263671875,0.598388671875
1769060786.4002929,0.36962890625,-0.5345458984375,0.456298828125,0.6077880859375
1769060786.503571,0.364990234375,-0.51239013671875,0.46197509765625,0.6251220703125
1769060786.606412,0.36041259765625,-0.49639892578125,0.45782470703125,0.64349365234375
1769060786.7080102,0.360595703125,-0.47833251953125,0.45489501953125,0.658935546875
1769060786.8113732,0.36077880859375,-0.47064208984375,0.4476318359375,0.6693115234375
1769060786.9143507,0.35821533203125,-0.4635009765625,0.442626953125,0.67889404296875
1769060787.0181625,0.356201171875,-0.460693359375,0.4361572265625,0.68603515625
1769060787.1209254,0.35455322265625,-0.45465087890625,0.42572021484375,0.6973876953125
1769060787.2243712,0.34906005859375,-0.44622802734375,0.4140625,0.71246337890625
1769060787.3276052,0.34161376953125,-0.4234619140625,0.40496826171875,0.73480224609375
1769060787.4307754,0.337646484375,-0.4049072265625,0.39453125,0.75262451171875
1769060787.5335329,0.34051513671875,-0.384521484375,0.38470458984375,0.7669677734375
1769060787.638039,0.34088134765625,-0.36419677734375,0.375,0.7813720703125
1769060787.742676,0.33563232421875,-0.35113525390625,0.36328125,0.7950439453125
1769060787.8481176,0.33599853515625,-0.33551025390625,0.35528564453125,0.80517578125
1769060787.9530363,0.33734130859375,-0.32318115234375,0.34814453125,0.812744140625
1769060788.0592113,0.3389892578125,-0.3143310546875,0.34149169921875,0.818359375
1769060788.1622088,0.3365478515625,-0.306640625,0.33282470703125,0.8258056640625
1769060788.2669394,0.32257080078125,-0.2930908203125,0.3150634765625,0.84307861328125
1769060788.3703911,0.30828857421875,-0.2911376953125,0.2933349609375,0.8568115234375
1769060788.4746034,0.29473876953125,-0.297119140625,0.27337646484375,0.8660888671875
1769060788.5755975,0.2808837890625,-0.2979736328125,0.25445556640625,0.8760986328125
1769060788.6799946,0.26202392578125,-0.30364990234375,0.235595703125,0.88519287109375
1769060788.7843025,0.24407958984375,-0.302490234375,0.22235107421875,0.8941650390625
1769060788.8898807,0.21978759765625,-0.30792236328125,0.2047119140625,0.90277099609375
1769060788.9940405,0.197265625,-0.32208251953125,0.1817626953125,0.90789794921875
1769060789.0995986,0.1727294921875,-0.32806396484375,0.156005859375,0.91552734375
1769060789.205132,0.149658203125,-0.33367919921875,0.14056396484375,0.9200439453125
1769060789.309976,0.13232421875,-0.3349609375,0.1298828125,0.923828125
1769060789.416467,0.1142578125,-0.3330078125,0.12286376953125,0.9278564453125
1769060789.522771,0.09747314453125,-0.34136962890625,0.11163330078125,0.92816162109375
1769060789.62687,0.07904052734375,-0.35028076171875,0.10382080078125,0.927490234375
1769060789.7326622,0.0560302734375,-0.35614013671875,0.095703125,0.92779541015625
1769060789.8376226,0.03753662109375,-0.36431884765625,0.0787353515625,0.92718505859375
1769060789.944139,0.01416015625,-0.36822509765625,0.06805419921875,0.9271240234375
1769060790.0502577,-0.01226806640625,-0.36724853515625,0.05987548828125,0.9281005859375
1769060790.1565506,-0.03485107421875,-0.36968994140625,0.040283203125,0.9276123046875
1769060790.2631202,-0.05377197265625,-0.37408447265625,0.0357666015625,0.92510986328125
1769060790.3694093,-0.07330322265625,-0.3819580078125,0.017822265625,0.92108154296875
1769060790.4734704,-0.0889892578125,-0.3909912109375,0.010009765625,0.916015625
1769060790.581704,-0.10540771484375,-0.3963623046875,-0.01123046875,0.91192626953125
1769060790.6928284,-0.11773681640625,-0.39593505859375,-0.0279541015625,0.9102783203125
1769060790.7875826,-0.125,-0.3944091796875,-0.02447509765625,0.91009521484375
1769060790.8915586,-0.1346435546875,-0.39990234375,-0.0384521484375,0.90582275390625
1769060790.9983745,-0.142333984375,-0.41839599609375,-0.04705810546875,0.89581298828125
1769060791.1036813,-0.1494140625,-0.43731689453125,-0.0609130859375,0.88470458984375
1769060791.2113276,-0.159912109375,-0.44873046875,-0.08026123046875,0.8756103515625
1769060791.3155136,-0.1707763671875,-0.45843505859375,-0.106201171875,0.86566162109375
1769060791.4224236,-0.17974853515625,-0.4649658203125,-0.117919921875,0.85882568359375
1769060791.5293424,-0.18994140625,-0.4661865234375,-0.13519287109375,0.8533935546875
1769060791.635712,-0.20361328125,-0.4718017578125,-0.1549072265625,0.84381103515625
1769060791.7423038,-0.21343994140625,-0.4771728515625,-0.162353515625,0.8369140625
1769060791.849517,-0.2208251953125,-0.470703125,-0.165283203125,0.83807373046875
1769060791.9565144,-0.23846435546875,-0.45867919921875,-0.18072509765625,0.83673095703125
1769060792.063923,-0.24700927734375,-0.4559326171875,-0.17877197265625,0.836181640625
1769060792.1696427,-0.25286865234375,-0.4534912109375,-0.18231201171875,0.8349609375
1769060792.2744586,-0.255859375,-0.44268798828125,-0.1737060546875,0.8416748046875
1769060792.3799317,-0.25384521484375,-0.41241455078125,-0.159912109375,0.86016845703125
1769060792.4866064,-0.26025390625,-0.39727783203125,-0.158935546875,0.86553955078125
1769060792.5923154,-0.26312255859375,-0.37799072265625,-0.1568603515625,0.8736572265625
1769060792.6976233,-0.2666015625,-0.35595703125,-0.14532470703125,0.8837890625
1769060792.8048103,-0.26922607421875,-0.3409423828125,-0.12066650390625,0.892578125
1769060792.9119484,-0.27203369140625,-0.32342529296875,-0.107421875,0.89990234375
1769060793.018263,-0.275634765625,-0.308349609375,-0.09490966796875,0.905517578125
1769060793.125051,-0.27874755859375,-0.29107666015625,-0.08245849609375,0.9114990234375
1769060793.2298882,-0.28192138671875,-0.2752685546875,-0.06793212890625,0.91656494140625
1769060793.3339589,-0.29034423828125,-0.2542724609375,-0.06634521484375,0.920166015625
1769060793.4391801,-0.2938232421875,-0.24169921875,-0.0626220703125,0.92266845703125
1769060793.5456793,-0.300537109375,-0.23004150390625,-0.06365966796875,0.92340087890625
1769060793.650454,-0.30706787109375,-0.2205810546875,-0.0596923828125,0.923828125
1769060793.7549257,-0.30950927734375,-0.21527099609375,-0.06011962890625,0.92425537109375
1769060793.8586924,-0.3121337890625,-0.2130126953125,-0.0611572265625,0.923828125
1769060793.9641871,-0.31414794921875,-0.210205078125,-0.06402587890625,0.923583984375
1769060794.066595,-0.3155517578125,-0.20697021484375,-0.06256103515625,0.9239501953125
1769060794.1703005,-0.31610107421875,-0.20465087890625,-0.06207275390625,0.92431640625
1769060794.2738614,-0.31390380859375,-0.21075439453125,-0.0728759765625,0.92291259765625
1769060794.378072,-0.3084716796875,-0.234375,-0.09185791015625,0.91729736328125
1769060794.4802692,-0.29278564453125,-0.26971435546875,-0.1068115234375,0.9111328125
1769060794.5863903,-0.27923583984375,-0.31195068359375,-0.1260986328125,0.89935302734375
1769060794.6918218,-0.26708984375,-0.35235595703125,-0.1273193359375,0.88787841796875
1769060794.797531,-0.2442626953125,-0.38916015625,-0.11346435546875,0.88873291015625
1769060794.9006395,-0.22808837890625,-0.40643310546875,-0.10791015625,0.878173828125
1769060795.0078642,-0.22589111328125,-0.41632080078125,-0.112060546875,0.87353515625
1769060795.1145084,-0.22265625,-0.43084716796875,-0.10589599609375,0.86810302734375
1769060795.2210312,-0.23828125,-0.43792724609375,-0.08197021484375,0.86297607421875
1769060795.3271334,-0.26214599609375,-0.43341064453125,-0.0712890625,0.8592529296875
1769060795.434352,-0.28314208984375,-0.40936279296875,-0.0882568359375,0.86279296875
1769060795.5397136,-0.30389404296875,-0.37353515625,-0.10504150390625,0.8701171875
1769060795.6469438,-0.32708740234375,-0.341552734375,-0.114990234375,0.87359619140625
1769060795.7568023,-0.343017578125,-0.3131103515625,-0.13299560546875,0.87554931640625
1769060795.8488271,-0.33929443359375,-0.29150390625,-0.13983154296875,0.88336181640625
1769060795.9509678,-0.329833984375,-0.27801513671875,-0.13702392578125,0.8917236328125
1769060796.0411165,-0.32025146484375,-0.26873779296875,-0.13409423828125,0.8984375
